id,popularity,original_title,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,cast1,cast2,cast3,cast4,cast5,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,genres1,genres2,genres3,genres4,genres5
10646,0.493288,Tomcats,Gregory Poirier,95,3/30/01,37,4.8,2001,13546369.2836322,28854709.8940341,Jerry O'Connell,Shannon Elizabeth,Jake Busey,Horatio Sanz,Bernie Casey,Columbia Pictures,Revolution Studios,,,,Comedy,Romance,,,
11086,0.472538,The Majestic,Frank Darabont,152,12/21/01,82,6.5,2001,88667144.4019567,45956129.2210332,Jim Carrey,Martin Landau,Laurie Holden,David Ogden Stiers,Hal Holbrook,Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Darkwoods Productions,,Drama,Romance,,,
12138,0.471789,3000 Miles to Graceland,Demian Lichtenstein,125,2/23/01,85,5.4,2001,76352263.2350183,23053673.0549291,Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,Kevin Pollak,Franchise Pictures,Warner Bros.,Morgan Creek Productions,,,Action,Adventure,Comedy,Thriller,Crime
23949,0.467091,Tape,Richard Linklater,86,1/26/01,28,6.6,2001,123148.811669384,604014.134035412,Uma Thurman,Ethan Hawke,Robert Sean Leonard,,,The Independent Film Channel Productions,Detour Filmproduction,IFC Productions,InDigEnt (Independent Digital Entertainment),Tape Productions Inc.,Drama,,,,
14752,0.453846,Dil Chahta Hai,Farhan Akhtar,183,7/24/01,32,7.3,2001,2560263.7946065,5047869.79032806,Aamir Khan,Saif Ali Khan,Akshaye Khanna,Preity Zinta,Sonali Kulkarni,Excel Entertainment,,,,,Drama,Romance,,,
10016,0.451722,Ghosts of Mars,John Carpenter,98,8/24/01,135,4.6,2001,34481667.2674276,17254173.1129938,Natasha Henstridge,Ice Cube,Jason Statham,Clea DuVall,Pam Grier,Screen Gems,Storm King Productions,Animationwerks,,,Action,Horror,Science Fiction,,
10878,0.447612,Saving Silverman,Dennis Dugan,90,2/9/01,75,5.2,2001,27092738.5672645,23831227.2628809,Jason Biggs,Steve Zahn,Jack Black,Amanda Peet,Amanda Detmer,Village Roadshow Pictures,NPV Entertainment,Columbia Pictures Corporation,,,Comedy,Romance,Crime,,
11091,0.443923,Riding in Cars with Boys,Penny Marshall,132,10/19/01,54,6.4,2001,59111429.6013044,44017459.0533279,Drew Barrymore,Steve Zahn,Adam Garcia,Brittany Murphy,Logan Lerman,Columbia Pictures,,,,,Comedy,Drama,Romance,,
12610,0.439101,Osmosis Jones,Bobby Farrelly|Peter Farrelly,95,8/7/01,128,5.6,2001,92361608.7520382,16744434.3202438,Chris Rock,Laurence Fishburne,David Hyde Pierce,Brandy Norwood,Bill Murray,Conundrum Entertainment,Warner Bros. Animation,Warner Bros.,,,Adventure,Animation,Action,Comedy,Family
24940,0.421293,Head Over Heels,Mark Waters,86,2/2/01,43,5.3,2001,17240833.6337138,12837610.9278314,Monica Potter,Freddie Prinze Jr.,Shalom Harlow,Ivana MiliÄeviÄ‡,Sarah Murdoch,Universal Studios,,,,,Comedy,Romance,,,
9799,0.414311,The Fast and the Furious,Rob Cohen,106,6/22/01,2505,6.4,2001,46796548.434366,255267690.419157,Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Rick Yune,Universal Pictures,Original Film,Ardustry Entertainment,Mediastream Film GmbH & Co. Productions KG,,Action,Crime,Thriller,,
441,0.40848,Human Nature,Michel Gondry,96,5/18/01,30,5.7,2001,7388928.70016306,868578.420609101,Patricia Arquette,Tim Robbins,Rhys Ifans,Miranda Otto,Rosie Perez,Fine Line Features,Senator Film Produktion,Beverly Detroit,StudioCanal,Partizan,Drama,Comedy,,,
9816,0.405522,Save the Last Dance,Thomas Carter,112,1/12/01,194,6.4,2001,16009345.5170199,112112555.058294,Julia Stiles,Sean Patrick Thomas,Kerry Washington,Fredro Starr,Terry Kinney,MTV Films,Cort/Madden Productions,,,,Drama,Family,Romance,Music,
10054,0.386262,Spy Kids,Robert Rodriguez,88,3/18/01,467,5.5,2001,43102084.0842845,182179184.722848,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Alan Cumming,Dimension Films,Troublemaker Studios,Miramax,,,Action,Comedy,Family,Adventure,
5955,0.38279,The Pledge,Sean Penn,123,1/9/01,84,6.1,2001,43102084.0842845,36205750.630799,Jack Nicholson,Aaron Eckhart,Helen Mirren,Robin Wright,Vanessa Redgrave,Epsilon Motion Pictures,Franchise Pictures,Morgan Creek Productions,Clyde Is Hungry Films,Pledge Productions,Crime,Drama,Mystery,Thriller,
3172,0.381751,Bandits,Barry Levinson,123,10/12/01,173,6.1,2001,92361608.7520382,83287884.8538907,Bruce Willis,Billy Bob Thornton,Cate Blanchett,Troy Garity,William Converse-Roberts,Cheyenne Enterprises,Epsilon Motion Pictures,Empire Pictures,Metro-Goldwyn-Mayer (MGM),Hyde Park Entertainment,Action,Comedy,Crime,Romance,
11090,0.380227,The Animal,Luke Greenfield,84,6/1/01,145,4.5,2001,27092738.5672645,104396624.392553,Rob Schneider,Colleen Haskell,John C. McGinley,Ed Asner,Guy Torry,Revolution Studios,Happy Madison Productions,,,,Action,Comedy,,,
7501,0.379856,Knockaround Guys,Brian Koppelman|David Levien,92,9/7/01,46,5.7,2001,18472321.7504076,14777857.4003261,Barry Pepper,Andy Davoli,Seth Green,Vin Diesel,John Malkovich,Lawrence Bender Productions,,,,,Crime,Thriller,,,
10691,0.541416,Crazy/Beautiful,John Stockwell,99,6/29/01,57,6.6,2001,16009345.5170199,20848013.8005484,Kirsten Dunst,Jay Hernandez,Bruce Davison,Herman Osorio,Miguel Castro,Touchstone Pictures,Ufland,,,,Drama,Romance,,,
10477,0.20867,Driven,Renny Harlin,116,4/27/01,90,4.8,2001,115759882.969221,67417494.2985179,Kip Pardue,Robert Sean Leonard,Til Schweiger,Estella Warren,Sylvester Stallone,Epsilon Motion Pictures,Franchise Pictures,Trackform Film Productions,Mel's Cite du Cinema,,Action,,,,
14369,0.348262,Out Cold,Brendan Malloy|Emmett Malloy,89,11/21/01,28,6.1,2001,29555714.8006522,18204689.8269352,Jason London,Lee Majors,Zach Galifianakis,David Koechner,Willie Garson,Spyglass Entertainment,Touchstone Pictures,,,,Comedy,,,,
13496,0.328665,American Outlaws,Les Mayfield,94,8/17/01,26,5.8,2001,43102084.0842845,16845418.8087889,Colin Farrell,Scott Caan,Ali Larter,Gabriel Macht,Gregory Smith,Warner Bros. Pictures,Morgan Creek Productions,,,,Action,Western,,,
9740,0.324227,Hannibal,Ridley Scott,131,2/8/01,772,6.3,2001,107139466.152364,433104848.775106,Anthony Hopkins,Julianne Moore,Gary Oldman,Ray Liotta,David Andrews,Universal Pictures,Scott Free Productions,Metro-Goldwyn-Mayer (MGM),Dino De Laurentiis Company,,Crime,Drama,Thriller,Horror,
11456,0.323191,Domestic Disturbance,Harold Becker,89,10/30/01,50,5.4,2001,92361608.7520382,66807360.9000306,John Travolta,Vince Vaughn,Teri Polo,Matt O'Leary,Steve Buscemi,Paramount Pictures,,,,,Mystery,Thriller,Crime,,
26602,0.299969,Summer Catch,Mike Tollin,108,8/22/01,35,4.8,2001,41870595.9675906,24252792.7379638,Freddie Prinze Jr.,Jessica Biel,Fred Ward,Matthew Lillard,Brian Dennehy,Tollin/Robbins Productions,Warner Bros.,,,,Drama,Comedy,Romance,,
2171,0.274314,Wet Hot American Summer,David Wain,97,7/27/01,163,6.5,2001,6157440.58346921,363542.680976722,Janeane Garofalo,David Hyde Pierce,Michael Showalter,Marguerite Moreau,Paul Rudd,Eureka Pictures,,,,,Comedy,,,,
4012,0.353327,The Believer,Henry Bean,98,1/19/01,78,6.8,2001,1847232.17504076,513438.18305258,Ryan Gosling,Summer Phoenix,Theresa Russell,Billy Zane,Joshua Harto,Fuller Films,Seven Arts Pictures,,,,Drama,,,,
34549,0.269944,Max Keeble's Big Move,Tim Hill,86,10/5/01,18,5.3,2001,14777857.4003261,21295361.7108424,Alex D. Linz,Zena Grey,Nora Dunn,Larry Miller,Josh Peck,Walt Disney Pictures,Karz Entertainment,,,,Comedy,Family,Fantasy,Science Fiction,
23685,0.263042,Monkeybone,Henry Selick,93,2/23/01,37,4.0,2001,92361608.7520382,6661755.90255333,Brendan Fraser,Bridget Fonda,John Turturro,Chris Kattan,Giancarlo Esposito,20th Century Fox,1492 Pictures,,,,Adventure,Fantasy,Animation,Action,Comedy
17708,0.239869,Corky Romano,Rob Pritts,86,10/12/01,20,4.4,2001,13546369.2836322,29529117.1203078,Chris Kattan,Vinessa Shaw,Peter Falk,Peter Berg,Chris Penn,Robert Simonds Productions,Touchstone Pictures,,,,Action,Comedy,Crime,,
331,0.167033,Jurassic Park III,Joe Johnston,92,7/18/01,1366,5.6,2001,114528394.852527,454149183.948242,Sam Neill,William H. Macy,TÃ©a Leoni,Trevor Morgan,Alessandro Nivola,Universal Studios,Amblin Entertainment,,,,Adventure,Action,Thriller,Science Fiction,
1722,0.20688,Captain Corelli's Mandolin,John Madden,131,8/17/01,67,5.6,2001,70194822.651549,76491292.0859524,Nicolas Cage,PenÃ©lope Cruz,Christian Bale,Irene Papas,Gerasimos Skiadaressis,Miramax Films,Universal Pictures,,,,Drama,History,Romance,,
15647,0.195196,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,4/21/01,22,5.9,2001,1231488.11669384,12331412.6634169,Jennifer Westfeldt,Tovah Feldshuh,Esther Wurmfeld,Hillel Friedman,Jon Hamm,Fox Searchlight Pictures,Eden Wurmfeld Films,Cineric,Michael Alden Productions,Brad Zions Films,Comedy,,,,
11370,0.191566,The Musketeer,Peter Hyams,104,9/7/01,32,5.1,2001,49259524.6677537,33316451.6837336,Catherine Deneuve,Mena Suvari,Stephen Rea,Tim Roth,Justin Chambers,Crystal Sky Worldwide,MDP Worldwide,ApolloMedia Distribution,"Carousel Picture Company, The",Signature Entertainment,Action,Adventure,Drama,,
35080,0.189393,The Cat's Meow,Peter Bogdanovich,114,8/3/01,19,5.7,2001,8620416.8168569,4491229.77265374,Kirsten Dunst,Edward Herrmann,Eddie Izzard,Cary Elwes,Joanna Lumley,Lions Gate Films,Dan Films,CP Medien AG,,,Drama,Mystery,Thriller,,
20794,0.164669,Novocaine,David Atkins,95,11/23/01,12,5.9,2001,7388928.70016306,2494056.5304768,Chelcie Ross,Steve Martin,Laura Dern,Lynne Thigpen,Polly Noonan,Numb Gums Production Inc.,,,,,Comedy,Crime,Thriller,,
16723,0.26321,Sugar & Spice,Francine McDougall,81,1/24/01,31,5.4,2001,13546369.2836322,16350409.8454026,Marla Sokoloff,Marley Shelton,Melissa George,Mena Suvari,Rachel Blanchard,New Line Cinema,,,,,Crime,Comedy,,,
11380,0.148963,Bones,Ernest R. Dickerson,96,10/24/01,17,4.0,2001,12314881.1669384,9010377.38091294,Snoop Dogg,Pam Grier,Michael T. Weiss,Clifton Powell,Katharine Isabelle,New Line Cinema,,,,,Action,Horror,Thriller,,
13408,0.12891,The Wash,DJ Pooh,93,11/16/01,15,5.6,2001,8620416.8168569,12597299.5682279,Dr. Dre,Snoop Dogg,DJ Pooh,Angell Conwell,Bruce Bruce,Lionsgate,,,,,Action,Comedy,,,
19058,0.128169,Down,Dick Maas,111,5/11/01,10,3.7,2001,18472321.7504076,200940.684512817,Naomi Watts,James Marshall,Michael Ironside,Edward Herrmann,Dan Hedaya,First Floor Features,,,,,Action,Horror,Mystery,Thriller,
15745,0.126065,Made,Jon Favreau,94,7/13/01,19,5.8,2001,6157440.58346921,6743702.81630248,Vince Vaughn,Jon Favreau,Sean Combs,Famke Janssen,Peter Falk,Artisan Entertainment,,,,,Action,Comedy,Thriller,,
16161,0.089976,Baby Boy,John Singleton,130,6/27/01,29,7.4,2001,19703809.8671014,36183151.5923695,Tyrese Gibson,Taraji P. Henson,Omar Gooding,Ving Rhames,Snoop Dogg,Columbia Pictures,,,,,Drama,Comedy,Crime,,
155,8.46666799999999,The Dark Knight,Christopher Nolan,152,7/16/08,8432,8.1,2008,187365527.254695,1014733032.48168,Christian Bale,Michael Caine,Heath Ledger,Aaron Eckhart,Gary Oldman,DC Comics,Legendary Pictures,Warner Bros.,Syncopy,,Drama,Action,Crime,Thriller,
10681,5.678119,WALLÂ·E,Andrew Stanton,98,6/22/08,4209,7.6,2008,182301594.08565,527977683.854196,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,John Ratzenberger,Walt Disney Pictures,Pixar Animation Studios,,,,Animation,Family,,,
1726,4.977955,Iron Man,Jon Favreau,126,4/30/08,6220,7.3,2008,141790128.733283,592656630.491278,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb,Marvel Studios,,,,,Action,Science Fiction,Adventure,,
8681,3.647612,Taken,Pierre Morel,93,2/18/08,3075,7.2,2008,25319665.8452291,229730967.409741,Liam Neeson,Famke Janssen,Maggie Grace,Katie Cassidy,Holly Valance,Twentieth Century Fox Film Corporation,M6 Films,Canal+,TPS Star,Grive Productions,Action,Thriller,Crime,,
217,3.16167,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122,5/21/08,1537,5.6,2008,187365527.254695,796694459.895067,Harrison Ford,Cate Blanchett,Shia LaBeouf,Ray Winstone,Karen Allen,Lucasfilm,Paramount Pictures,,,,Adventure,Action,,,
8966,3.107665,Twilight,Catherine Hardwicke,122,11/20/08,2013,5.8,2008,37473105.4509392,397636870.011266,Kristen Stewart,Robert Pattinson,Billy Burke,Taylor Lautner,Peter Facinelli,Summit Entertainment,Maverick Films,Imprint Entertainment,Goldcrest Pictures,Temple Hill Entertainment,Adventure,Fantasy,Drama,Romance,
10764,3.086676,Quantum of Solace,Marc Forster,106,10/30/08,2149,6.0,2008,202557326.761833,593584854.505097,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Eon Productions,,,,,Adventure,Action,Thriller,Crime,
9502,3.036644,Kung Fu Panda,Mark Osborne|John Stevenson,90,6/4/08,1938,6.8,2008,131662262.395191,639822446.349653,Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu,DreamWorks Animation,,,,,Animation,Family,,,
13523,2.90047,Sex Drive,Sean Anders,109,10/16/08,167,5.9,2008,19242946.0423741,18995761.2853801,Josh Zuckerman,Amanda Crew,Clark Duke,James Marsden,Seth Green,"Summit Entertainment, LLC",Alloy Entertainment,Goldcrest Pictures,,,Comedy,Adventure,Romance,,
11631,2.543535,Mamma Mia!,Phyllida Lloyd,108,6/30/08,805,6.2,2008,52664904.9580767,617639458.693902,Meryl Streep,Pierce Brosnan,Amanda Seyfried,Colin Firth,Stellan SkarsgÃ¥rd,Universal Pictures,Internationale Filmproduktion Richter,Playtone,Relativity Media,Littlestar,Comedy,Romance,,,
4922,2.537342,The Curious Case of Benjamin Button,David Fincher,166,11/24/08,1899,7.2,2008,151917995.071375,338201950.262453,Cate Blanchett,Brad Pitt,Tilda Swinton,Julia Ormond,Elle Fanning,Paramount Pictures,Warner Bros.,"Kennedy/Marshall Company, The",,,Fantasy,Drama,Thriller,Mystery,Romance
1735,2.511394,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,7/1/08,826,5.1,2008,146854061.902329,406257724.017262,Brendan Fraser,Jet Li,John Hannah,Maria Bello,Luke Ford,Universal Pictures,China Film Co-Production Corporation,Relativity Media,Alphaville Films,"Sommers Company, The",Adventure,Fantasy,Action,Thriller,
1724,2.349544,The Incredible Hulk,Louis Leterrier,114,6/12/08,1868,6.1,2008,151917995.071375,165805400.340377,Edward Norton,Liv Tyler,Tim Roth,William Hurt,Tim Blake Nelson,Universal Pictures,Marvel Studios,Valhalla Motion Pictures,MVL Incredible Productions,,Science Fiction,Action,Adventure,,
13223,2.245306,Gran Torino,Clint Eastwood,116,12/9/08,1809,7.6,2008,33421958.9157025,273410085.005207,Clint Eastwood,Christopher Carley,Bee Vang,Ahney Her,Brian Haley,Village Roadshow Pictures,Malpaso Productions,Gerber Pictures,Warner Bros.,Double Nickel Entertainment,Drama,,,,
10527,2.217084,Madagascar: Escape 2 Africa,Eric Darnell|Tom McGrath,89,10/30/08,1147,6.1,2008,151917995.071375,611622206.683824,Ben Stiller,Jada Pinkett Smith,David Schwimmer,Chris Rock,Cedric the Entertainer,DreamWorks Animation,,,,,Family,Animation,,,
11253,2.188028,Hellboy II: The Golden Army,Guillermo del Toro,120,7/11/08,927,6.4,2008,86086863.8737792,162438886.428942,Ron Perlman,Selma Blair,Jeffrey Tambor,Doug Jones,John Hurt,Universal Pictures,Dark Horse Entertainment,Lawrence Gordon Productions,Mid Atlantic Films,Relativity Media,Adventure,Fantasy,Science Fiction,,
8247,2.017536,Jumper,Doug Liman,88,2/10/08,1082,5.9,2008,86086863.8737792,225072774.796359,Hayden Christensen,Jamie Bell,Samuel L. Jackson,Rachel Bilson,Michael Rooker,Dune Entertainment,Hypnotic,New Regency Pictures,,,Adventure,Fantasy,Science Fiction,,
88751,1.996757,Journey to the Center of the Earth,Eric Brevig,93,7/10/08,704,5.7,2008,45575398.5214125,103002486.998857,Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Jean Michel ParÃ©,New Line Cinema,Walden Media,,,,Action,Science Fiction,Adventure,Comedy,Family
8909,1.982998,Wanted,Timur Bekmambetov,110,6/12/08,1670,6.3,2008,75958997.5356875,261572412.016186,Angelina Jolie,James McAvoy,Morgan Freeman,Thomas Kretschmann,Terence Stamp,Universal Pictures,Spyglass Entertainment,Bazelevs Production,Kickstart Productions,Marc Platt Productions,Action,Thriller,Crime,,
12405,1.929591,Slumdog Millionaire,Danny Boyle|Loveleen Tandan,120,5/12/08,1547,7.5,2008,15191799.5071375,382742747.738751,Dev Patel,Freida Pinto,Anil Kapoor,Mia Drake Inderbitzin,Saurabh Shukla,Celador Films,Warner Bros.,Film4,,,Drama,Romance,,,
13387,1.886872,Transporter 3,Olivier Megaton,104,11/26/08,719,5.9,2008,30383599.014275,110373030.585751,Jason Statham,FranÃ§ois BerlÃ©and,Natalya Rudakova,Robert Knepper,David Atrakchi,Europa Corp,TF1 Films Production,Grive Productions,EuropaCorp,,Action,Adventure,Thriller,Crime,
2253,1.845165,Valkyrie,Bryan Singer,121,12/25/08,725,6.6,2008,75958997.5356875,202836855.872764,Tom Cruise,Carice van Houten,Kenneth Branagh,Bill Nighy,Terence Stamp,United Artists,Achte Babelsberg Film,Metro-Goldwyn-Mayer (MGM),Bad Hat Harry Productions,,Drama,Thriller,History,War,
7840,1.841839,"10,000 BC",Roland Emmerich,109,2/22/08,586,5.2,2008,106342596.549962,269401244.593238,Steven Strait,Camilla Belle,Cliff Curtis,Nathanael Baring,Mo Zinal,Centropolis Entertainment,Legendary Pictures,Warner Bros.,Moonlighting Films,The Department of Trade and Industry of South Africa,Adventure,Action,Drama,Fantasy,
8960,1.800286,Hancock,Peter Berg,92,7/1/08,1764,6.0,2008,151917995.071375,632008606.053142,Will Smith,Charlize Theron,Jason Bateman,Jae Head,Eddie Marsan,Columbia Pictures,Weed Road Pictures,Forward Pass,Relativity Media,Overbrook Entertainment,Fantasy,Action,,,
12162,1.742288,The Hurt Locker,Kathryn Bigelow,131,10/10/08,1207,7.2,2008,15191799.5071375,42537038.619985,Jeremy Renner,Anthony Mackie,Brian Geraghty,Guy Pearce,Ralph Fiennes,Summit Entertainment,Kingsgate Films,Grosvenor Park Media Ltd.,Voltage Pictures,Film Capital Europe Funds (FCEF ),Drama,Thriller,War,,
9029,1.682909,What Happens in Vegas,Tom Vaughan,99,5/7/08,573,5.8,2008,35447532.1833208,172173727.747558,Ashton Kutcher,Cameron Diaz,Lake Bell,Queen Latifah,Treat Williams,Twentieth Century Fox Film Corporation,Regency Enterprises,Mosaic Media Group,21 Laps Entertainment,Penn Station Entertainment,Comedy,Romance,,,
2454,1.628345,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,5/15/08,891,6.1,2008,227876992.607062,425017341.94553,Ben Barnes,William Moseley,Anna Popplewell,Skandar Keynes,Georgie Henley,Walt Disney,Walden Media,Stillking Films,Ozumi Films,Propeler,Adventure,Family,Fantasy,,
7446,1.622426,Tropic Thunder,Ben Stiller,107,8/9/08,970,6.4,2008,93176370.3104434,190477465.092283,Ben Stiller,Robert Downey Jr.,Jack Black,Jay Baruchel,Brandon T. Jackson,DreamWorks SKG,Goldcrest Pictures,Red Hour Films,Internationale Filmproduktion Stella-del-Sud Second,,Action,Comedy,,,
13027,1.611632,Eagle Eye,D.J. Caruso,118,9/25/08,645,6.2,2008,81022930.7047334,180343441.011457,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,Anthony Mackie,DreamWorks SKG,K/O Paper Products,Goldcrest Pictures,KMP Film Invest,,Mystery,Thriller,Action,,
14574,1.61062,The Boy in the Striped Pyjamas,Mark Herman,94,5/7/08,746,7.6,2008,12659832.9226145,20677622.1147228,Vera Farmiga,David Thewlis,Rupert Friend,David Hayman,Asa Butterfield,Miramax Films,BBC Films,Heyday Films,,,War,Drama,,,
7555,1.605544,Rambo,Sylvester Stallone,92,1/24/08,570,6.2,2008,50639331.6904583,114692303.267209,Sylvester Stallone,Julie Benz,Matthew Marsden,Reynaldo Gallegos,Jake La Botz,Rogue Marble,Nu Image Films,Lionsgate,Millennium Films,Emmett/Furla Films,Action,Thriller,,,
10483,1.583079,Death Race,Paul W.S. Anderson,105,8/22/08,743,5.9,2008,45575398.5214125,74705690.2809348,Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Natalie Martinez,Universal Pictures,Cruise/Wagner Productions,Impact Pictures,Relativity Media,Scion Films,Action,Thriller,Science Fiction,,
8328,1.561177,Step Up 2: The Streets,Jon M. Chu,98,2/14/08,369,6.4,2008,23294092.5776108,152745137.915207,Briana Evigan,Robert Hoffman,Will Kemp,Cassie Ventura,Adam G. Sevani,Summit Entertainment,Offspring Entertainment,Touchstone Pictures,,,Music,Drama,Romance,,
10200,1.559851,The Day the Earth Stood Still,Scott Derrickson,103,12/10/08,585,5.1,2008,81022930.7047334,236074344.818198,Keanu Reeves,Jennifer Connelly,Kathy Bates,Jaden Smith,John Cleese,Twentieth Century Fox Film Corporation,Dune Entertainment III,Earth Canada Productions,Hammerhead Productions,3 Arts Entertainment,Drama,Science Fiction,Thriller,,
11321,1.531599,Seven Pounds,Gabriele Muccino,123,12/18/08,1235,7.4,2008,55703264.8595042,170317989.68335,Will Smith,Rosario Dawson,Sarah Jane Morris,Woody Harrelson,Michael Ealy,Columbia Pictures,Escape Artists,Relativity Media,Overbrook Entertainment,,Drama,,,,
7191,1.499784,Cloverfield,Matt Reeves,85,1/15/08,1373,6.4,2008,25319665.8452291,172947523.068241,Lizzy Caplan,Jessica Lucas,Odette Annable,Michael Stahl-David,Mike Vogel,Paramount Pictures,Bad Robot,,,,Action,Thriller,Science Fiction,,
13053,1.480497,Bolt,Chris Williams|Byron Howard,96,11/20/08,1119,6.3,2008,151917995.071375,313943594.671445,John Travolta,Miley Cyrus,Susie Essman,Mark Walton,Malcolm McDowell,Walt Disney Pictures,Walt Disney Animation Studios,,,,Animation,Family,Adventure,Comedy,
9870,1.475988,Forgetting Sarah Marshall,Nicholas Stoller,111,4/17/08,750,6.3,2008,30383599.014275,106517925.108074,Jason Segel,Kristen Bell,Mila Kunis,Russell Brand,Bill Hader,Universal Pictures,Apatow Productions,,,,Comedy,Romance,Drama,,
6972,1.468543,Australia,Baz Luhrmann,165,11/18/08,411,6.3,2008,131662262.395191,50187630.8773527,Nicole Kidman,Hugh Jackman,Essie Davis,David Wenham,Bryan Brown,Bazmark Films,Ingenious Film Partners,Twentieth Century Fox Film Corporation,Dune Entertainment III,ScreenWest,Drama,,,,
10201,1.462377,Yes Man,Peyton Reed,104,12/9/08,1032,6.3,2008,70895064.3666417,228880641.879861,Jim Carrey,Zooey Deschanel,Rhys Darby,Sasha Alexander,Fionnula Flanagan,The Zanuck Company,Heyday films,Warner Bros.,,,Comedy,Romance,,,
14306,1.462242,Marley & Me,David Frankel,115,12/25/08,820,6.8,2008,60767198.02855,247203367.961183,Owen Wilson,Jennifer Aniston,Eric Dane,Kathleen Turner,Alan Arkin,Sunswept Entertainment,Dune Entertainment III,,,,Comedy,Family,,,
12113,1.446456,Body of Lies,Ridley Scott,128,10/10/08,530,6.5,2008,70895064.3666417,114728569.130992,Leonardo DiCaprio,Russell Crowe,Mark Strong,Ali Suliman,Simon McBurney,Scott Free Productions,De Line Pictures,Warner Bros.,,,Action,Drama,Thriller,,
4944,1.435434,Burn After Reading,Ethan Coen|Joel Coen,96,9/5/08,738,6.3,2008,37473105.4509392,165813497.569514,George Clooney,Frances McDormand,Tilda Swinton,Brad Pitt,Richard Jenkins,Mike Zoss Productions,Studio Canal,Relativity Media,Focus Features,Working Title Films,Comedy,Drama,,,
6557,1.400898,27 Dresses,Anne Fletcher,111,1/10/08,610,6.1,2008,30383599.014275,162308496.226559,Katherine Heigl,James Marsden,Malin Ã…kerman,Judy Greer,Edward Burns,Spyglass Entertainment,Fox 2000 Pictures,Dune Entertainment III,,,Comedy,Romance,,,
2309,1.380024,Inkheart,Iain Softley,106,12/11/08,302,5.8,2008,60767198.02855,58225482.35989,Brendan Fraser,Sienna Guillory,Andy Serkis,Eliza Bennett,Paul Bettany,New Line Cinema,Internationale Filmproduktion Blackbird Erste,,,,Adventure,Family,Fantasy,,
8065,1.377239,21,Robert Luketic,123,3/27/08,907,6.5,2008,35447532.1833208,70716002.6769976,Jim Sturgess,Kevin Spacey,Kate Bosworth,Aaron Yoo,Liza Lapira,Columbia Pictures,Relativity Media,,,,Drama,Crime,,,
8848,1.354387,The Bank Job,Roger Donaldson,112,2/28/08,413,6.4,2008,20255732.6761833,65651661.3549383,Jason Statham,Saffron Burrows,Stephen Campbell Moore,Daniel Mays,James Faulkner,Atlas Entertainment,Mosaic Media Group,Omnilab Media,Relativity Media,Skyline (Baker St),Thriller,Crime,Drama,,
12133,1.351237,Step Brothers,Adam McKay,98,7/25/08,678,6.6,2008,65831131.1975958,129745707.506409,Will Ferrell,John C. Reilly,Mary Steenburgen,Richard Jenkins,Adam Scott,Columbia Pictures,Mosaic Media Group,Gary Sanchez Productions,Relativity Media,Apatow Productions,Comedy,,,,
8676,1.34132,Fool's Gold,Andy Tennant,112,2/7/08,281,5.3,2008,70895064.3666417,112653311.589479,Matthew McConaughey,Kate Hudson,Donald Sutherland,Ewen Bremner,Alexis Dziena,De Line Pictures,Warner Bros.,,,,Comedy,,,,
8456,1.300453,Never Back Down,Jeff Wadlow,115,3/4/08,276,6.5,2008,20255732.6761833,42159705.7166133,Sean Faris,Amber Heard,Cam Gigandet,Djimon Hounsou,Evan Peters,Summit Entertainment,Mandalay Pictures,Baumgarten Management and Productions (BMP),,,Drama,Action,,,
10189,1.273395,Pineapple Express,David Gordon Green,111,8/6/08,719,6.6,2008,27345239.1128475,102924282.653355,Seth Rogen,James Franco,Danny McBride,Gary Cole,Rosie Perez,Columbia Pictures,Apatow Productions,,,,Action,Comedy,,,
12163,1.254928,The Wrestler,Darren Aronofsky,109,9/7/08,539,7.0,2008,6076719.802855,45275608.6138718,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Ajay Naidu,Judah Friedlander,Saturn Films,Wild Bunch,Protozoa Pictures,Top Rope,,Drama,Romance,,,
10202,1.22837,Bedtime Stories,Adam Shankman,99,12/24/08,599,5.8,2008,81022930.7047334,215596389.537184,Adam Sandler,Keri Russell,Guy Pearce,Courteney Cox,Lucy Lawless,Walt Disney Pictures,Happy Madison Productions,Gunn Films,,,Fantasy,Comedy,Family,Romance,
